Bank Account,Date,Narrative,Debit Amount,Credit Amount,Balance,Categories,Serial
099999123453,17/04/2026,PAYROLL NET WAGE Ben Builder PAY-20260417-EMP-BEN-BUILDER,966.10,,299045.08,PAYROLL,PAYNET-PAY-20260417-EMP-BEN-BUILDER
099999123453,17/04/2026,PAYROLL NET WAGE Amara Engineer PAY-20260417-EMP-AMARA-ENGINEER,1326.77,,300011.18,PAYROLL,PAYNET-PAY-20260417-EMP-AMARA-ENGINEER
099999123453,17/04/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260417-EMP-NINA-SALES,175.00,,301337.95,PAYROLL_TAX,PAYG-PAY-20260417-EMP-NINA-SALES
099999123453,17/04/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260417-EMP-GRACE-HIG,1204.00,,301512.95,PAYROLL_TAX,PAYG-PAY-20260417-EMP-GRACE-HIG
099999123453,17/04/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260417-EMP-BEN-BUILDER,206.00,,302716.95,PAYROLL_TAX,PAYG-PAY-20260417-EMP-BEN-BUILDER
099999123453,17/04/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260417-EMP-AMARA-ENGINEER,404.00,,302922.95,PAYROLL_TAX,PAYG-PAY-20260417-EMP-AMARA-ENGINEER
099999123453,16/04/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202604,10120.00,,303326.95,PAYMENT,BTP-000037
099999123453,10/04/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260410-EMP-NINA-SALES,128.63,,313446.95,SUPER,SUPER-PAY-20260410-EMP-NINA-SALES
099999123453,10/04/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260410-EMP-GRACE-HIG,438.46,,313575.58,SUPER,SUPER-PAY-20260410-EMP-GRACE-HIG
099999123453,10/04/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260410-EMP-BEN-BUILDER,140.65,,314014.04,SUPER,SUPER-PAY-20260410-EMP-BEN-BUILDER
099999123453,10/04/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260410-EMP-AMARA-ENGINEER,207.69,,314154.69,SUPER,SUPER-PAY-20260410-EMP-AMARA-ENGINEER
099999123453,10/04/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260410-EMP-NINA-SALES,896.90,,314362.38,PAYROLL,PAYNET-PAY-20260410-EMP-NINA-SALES
099999123453,10/04/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260410-EMP-GRACE-HIG,2449.85,,315259.28,PAYROLL,PAYNET-PAY-20260410-EMP-GRACE-HIG
099999123453,10/04/2026,PAYROLL NET WAGE Ben Builder PAY-20260410-EMP-BEN-BUILDER,966.10,,317709.13,PAYROLL,PAYNET-PAY-20260410-EMP-BEN-BUILDER
099999123453,10/04/2026,PAYROLL NET WAGE Amara Engineer PAY-20260410-EMP-AMARA-ENGINEER,1326.77,,318675.23,PAYROLL,PAYNET-PAY-20260410-EMP-AMARA-ENGINEER
099999123453,10/04/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260410-EMP-NINA-SALES,175.00,,320002.00,PAYROLL_TAX,PAYG-PAY-20260410-EMP-NINA-SALES
099999123453,10/04/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260410-EMP-GRACE-HIG,1204.00,,320177.00,PAYROLL_TAX,PAYG-PAY-20260410-EMP-GRACE-HIG
099999123453,10/04/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260410-EMP-BEN-BUILDER,206.00,,321381.00,PAYROLL_TAX,PAYG-PAY-20260410-EMP-BEN-BUILDER
099999123453,10/04/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260410-EMP-AMARA-ENGINEER,404.00,,321587.00,PAYROLL_TAX,PAYG-PAY-20260410-EMP-AMARA-ENGINEER
099999123453,03/04/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260403-EMP-NINA-SALES,272.63,,321991.00,SUPER,SUPER-PAY-20260403-EMP-NINA-SALES
099999123453,03/04/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260403-EMP-GRACE-HIG,438.46,,322263.63,SUPER,SUPER-PAY-20260403-EMP-GRACE-HIG
099999123453,03/04/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260403-EMP-BEN-BUILDER,140.65,,322702.09,SUPER,SUPER-PAY-20260403-EMP-BEN-BUILDER
099999123453,03/04/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260403-EMP-AMARA-ENGINEER,207.69,,322842.74,SUPER,SUPER-PAY-20260403-EMP-AMARA-ENGINEER
099999123453,03/04/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260403-EMP-NINA-SALES,1666.90,,323050.43,PAYROLL,PAYNET-PAY-20260403-EMP-NINA-SALES
099999123453,03/04/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260403-EMP-GRACE-HIG,2449.85,,324717.33,PAYROLL,PAYNET-PAY-20260403-EMP-GRACE-HIG
099999123453,03/04/2026,PAYROLL NET WAGE Ben Builder PAY-20260403-EMP-BEN-BUILDER,980.10,,327167.18,PAYROLL,PAYNET-PAY-20260403-EMP-BEN-BUILDER
099999123453,03/04/2026,PAYROLL NET WAGE Amara Engineer PAY-20260403-EMP-AMARA-ENGINEER,1326.77,,328147.28,PAYROLL,PAYNET-PAY-20260403-EMP-AMARA-ENGINEER
099999123453,03/04/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260403-EMP-NINA-SALES,605.00,,329474.05,PAYROLL_TAX,PAYG-PAY-20260403-EMP-NINA-SALES
099999123453,03/04/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260403-EMP-GRACE-HIG,1204.00,,330079.05,PAYROLL_TAX,PAYG-PAY-20260403-EMP-GRACE-HIG
099999123453,03/04/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260403-EMP-BEN-BUILDER,211.00,,331283.05,PAYROLL_TAX,PAYG-PAY-20260403-EMP-BEN-BUILDER
099999123453,03/04/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260403-EMP-AMARA-ENGINEER,404.00,,331494.05,PAYROLL_TAX,PAYG-PAY-20260403-EMP-AMARA-ENGINEER
099999123453,03/04/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202603,35.00,,331898.05,PAYMENT,BTP-000036
099999123453,27/03/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260327-EMP-NINA-SALES,128.63,,331933.05,SUPER,SUPER-PAY-20260327-EMP-NINA-SALES
099999123453,27/03/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260327-EMP-GRACE-HIG,438.46,,332061.68,SUPER,SUPER-PAY-20260327-EMP-GRACE-HIG
099999123453,27/03/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260327-EMP-BEN-BUILDER,140.65,,332500.14,SUPER,SUPER-PAY-20260327-EMP-BEN-BUILDER
099999123453,27/03/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260327-EMP-AMARA-ENGINEER,207.69,,332640.79,SUPER,SUPER-PAY-20260327-EMP-AMARA-ENGINEER
099999123453,27/03/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260327-EMP-NINA-SALES,896.90,,332848.48,PAYROLL,PAYNET-PAY-20260327-EMP-NINA-SALES
099999123453,27/03/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260327-EMP-GRACE-HIG,2449.85,,333745.38,PAYROLL,PAYNET-PAY-20260327-EMP-GRACE-HIG
099999123453,27/03/2026,PAYROLL NET WAGE Ben Builder PAY-20260327-EMP-BEN-BUILDER,966.10,,336195.23,PAYROLL,PAYNET-PAY-20260327-EMP-BEN-BUILDER
099999123453,27/03/2026,PAYROLL NET WAGE Amara Engineer PAY-20260327-EMP-AMARA-ENGINEER,1326.77,,337161.33,PAYROLL,PAYNET-PAY-20260327-EMP-AMARA-ENGINEER
099999123453,27/03/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260327-EMP-NINA-SALES,175.00,,338488.10,PAYROLL_TAX,PAYG-PAY-20260327-EMP-NINA-SALES
099999123453,27/03/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260327-EMP-GRACE-HIG,1204.00,,338663.10,PAYROLL_TAX,PAYG-PAY-20260327-EMP-GRACE-HIG
099999123453,27/03/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260327-EMP-BEN-BUILDER,206.00,,339867.10,PAYROLL_TAX,PAYG-PAY-20260327-EMP-BEN-BUILDER
099999123453,27/03/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260327-EMP-AMARA-ENGINEER,404.00,,340073.10,PAYROLL_TAX,PAYG-PAY-20260327-EMP-AMARA-ENGINEER
099999123453,25/03/2026,WITHDRAWAL-OSKO PAYMENT Liam Surveying Contractors Pty Ltd CONTRACT-202603,3520.00,,340477.10,PAYMENT,BTP-000035
099999123453,22/03/2026,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202603,1595.00,,343997.10,PAYMENT,BTP-000034
099999123453,20/03/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260320-EMP-NINA-SALES,128.63,,345592.10,SUPER,SUPER-PAY-20260320-EMP-NINA-SALES
099999123453,20/03/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260320-EMP-GRACE-HIG,438.46,,345720.73,SUPER,SUPER-PAY-20260320-EMP-GRACE-HIG
099999123453,20/03/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260320-EMP-BEN-BUILDER,140.65,,346159.19,SUPER,SUPER-PAY-20260320-EMP-BEN-BUILDER
099999123453,20/03/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260320-EMP-AMARA-ENGINEER,207.69,,346299.84,SUPER,SUPER-PAY-20260320-EMP-AMARA-ENGINEER
099999123453,20/03/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260320-EMP-NINA-SALES,896.90,,346507.53,PAYROLL,PAYNET-PAY-20260320-EMP-NINA-SALES
099999123453,20/03/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260320-EMP-GRACE-HIG,2449.85,,347404.43,PAYROLL,PAYNET-PAY-20260320-EMP-GRACE-HIG
099999123453,20/03/2026,PAYROLL NET WAGE Ben Builder PAY-20260320-EMP-BEN-BUILDER,966.10,,349854.28,PAYROLL,PAYNET-PAY-20260320-EMP-BEN-BUILDER
099999123453,20/03/2026,PAYROLL NET WAGE Amara Engineer PAY-20260320-EMP-AMARA-ENGINEER,1326.77,,350820.38,PAYROLL,PAYNET-PAY-20260320-EMP-AMARA-ENGINEER
099999123453,20/03/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260320-EMP-NINA-SALES,175.00,,352147.15,PAYROLL_TAX,PAYG-PAY-20260320-EMP-NINA-SALES
099999123453,20/03/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260320-EMP-GRACE-HIG,1204.00,,352322.15,PAYROLL_TAX,PAYG-PAY-20260320-EMP-GRACE-HIG
099999123453,20/03/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260320-EMP-BEN-BUILDER,206.00,,353526.15,PAYROLL_TAX,PAYG-PAY-20260320-EMP-BEN-BUILDER
099999123453,20/03/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260320-EMP-AMARA-ENGINEER,404.00,,353732.15,PAYROLL_TAX,PAYG-PAY-20260320-EMP-AMARA-ENGINEER
099999123453,18/03/2026,DEPOSIT OSKO PAYMENT Project Client A INV-009,,86075.00,354136.15,DEP,BTR-000009
099999123453,16/03/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202603,10120.00,,268061.15,PAYMENT,BTP-000033
099999123453,13/03/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260313-EMP-NINA-SALES,128.63,,278181.15,SUPER,SUPER-PAY-20260313-EMP-NINA-SALES
099999123453,13/03/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260313-EMP-GRACE-HIG,438.46,,278309.78,SUPER,SUPER-PAY-20260313-EMP-GRACE-HIG
099999123453,13/03/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260313-EMP-BEN-BUILDER,140.65,,278748.24,SUPER,SUPER-PAY-20260313-EMP-BEN-BUILDER
099999123453,13/03/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260313-EMP-AMARA-ENGINEER,207.69,,278888.89,SUPER,SUPER-PAY-20260313-EMP-AMARA-ENGINEER
099999123453,13/03/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260313-EMP-NINA-SALES,896.90,,279096.58,PAYROLL,PAYNET-PAY-20260313-EMP-NINA-SALES
099999123453,13/03/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260313-EMP-GRACE-HIG,2449.85,,279993.48,PAYROLL,PAYNET-PAY-20260313-EMP-GRACE-HIG
099999123453,13/03/2026,PAYROLL NET WAGE Ben Builder PAY-20260313-EMP-BEN-BUILDER,966.10,,282443.33,PAYROLL,PAYNET-PAY-20260313-EMP-BEN-BUILDER
099999123453,13/03/2026,PAYROLL NET WAGE Amara Engineer PAY-20260313-EMP-AMARA-ENGINEER,1326.77,,283409.43,PAYROLL,PAYNET-PAY-20260313-EMP-AMARA-ENGINEER
099999123453,13/03/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260313-EMP-NINA-SALES,175.00,,284736.20,PAYROLL_TAX,PAYG-PAY-20260313-EMP-NINA-SALES
099999123453,13/03/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260313-EMP-GRACE-HIG,1204.00,,284911.20,PAYROLL_TAX,PAYG-PAY-20260313-EMP-GRACE-HIG
099999123453,13/03/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260313-EMP-BEN-BUILDER,206.00,,286115.20,PAYROLL_TAX,PAYG-PAY-20260313-EMP-BEN-BUILDER
099999123453,13/03/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260313-EMP-AMARA-ENGINEER,404.00,,286321.20,PAYROLL_TAX,PAYG-PAY-20260313-EMP-AMARA-ENGINEER
099999123453,06/03/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260306-EMP-NINA-SALES,272.63,,286725.20,SUPER,SUPER-PAY-20260306-EMP-NINA-SALES
099999123453,06/03/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260306-EMP-GRACE-HIG,438.46,,286997.83,SUPER,SUPER-PAY-20260306-EMP-GRACE-HIG
099999123453,06/03/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260306-EMP-BEN-BUILDER,140.65,,287436.29,SUPER,SUPER-PAY-20260306-EMP-BEN-BUILDER
099999123453,06/03/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260306-EMP-AMARA-ENGINEER,207.69,,287576.94,SUPER,SUPER-PAY-20260306-EMP-AMARA-ENGINEER
099999123453,06/03/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260306-EMP-NINA-SALES,1666.90,,287784.63,PAYROLL,PAYNET-PAY-20260306-EMP-NINA-SALES
099999123453,06/03/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260306-EMP-GRACE-HIG,2449.85,,289451.53,PAYROLL,PAYNET-PAY-20260306-EMP-GRACE-HIG
099999123453,06/03/2026,PAYROLL NET WAGE Ben Builder PAY-20260306-EMP-BEN-BUILDER,966.10,,291901.38,PAYROLL,PAYNET-PAY-20260306-EMP-BEN-BUILDER
099999123453,06/03/2026,PAYROLL NET WAGE Amara Engineer PAY-20260306-EMP-AMARA-ENGINEER,1326.77,,292867.48,PAYROLL,PAYNET-PAY-20260306-EMP-AMARA-ENGINEER
099999123453,06/03/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260306-EMP-NINA-SALES,605.00,,294194.25,PAYROLL_TAX,PAYG-PAY-20260306-EMP-NINA-SALES
099999123453,06/03/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260306-EMP-GRACE-HIG,1204.00,,294799.25,PAYROLL_TAX,PAYG-PAY-20260306-EMP-GRACE-HIG
099999123453,06/03/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260306-EMP-BEN-BUILDER,206.00,,296003.25,PAYROLL_TAX,PAYG-PAY-20260306-EMP-BEN-BUILDER
099999123453,06/03/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260306-EMP-AMARA-ENGINEER,404.00,,296209.25,PAYROLL_TAX,PAYG-PAY-20260306-EMP-AMARA-ENGINEER
099999123453,06/03/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202602,35.00,,296613.25,PAYMENT,BTP-000032
099999123453,27/02/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260227-EMP-NINA-SALES,128.63,,296648.25,SUPER,SUPER-PAY-20260227-EMP-NINA-SALES
099999123453,27/02/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260227-EMP-GRACE-HIG,438.46,,296776.88,SUPER,SUPER-PAY-20260227-EMP-GRACE-HIG
099999123453,27/02/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260227-EMP-BEN-BUILDER,140.65,,297215.34,SUPER,SUPER-PAY-20260227-EMP-BEN-BUILDER
099999123453,27/02/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260227-EMP-AMARA-ENGINEER,207.69,,297355.99,SUPER,SUPER-PAY-20260227-EMP-AMARA-ENGINEER
099999123453,27/02/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260227-EMP-NINA-SALES,896.90,,297563.68,PAYROLL,PAYNET-PAY-20260227-EMP-NINA-SALES
099999123453,27/02/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260227-EMP-GRACE-HIG,2449.85,,298460.58,PAYROLL,PAYNET-PAY-20260227-EMP-GRACE-HIG
099999123453,27/02/2026,PAYROLL NET WAGE Ben Builder PAY-20260227-EMP-BEN-BUILDER,980.10,,300910.43,PAYROLL,PAYNET-PAY-20260227-EMP-BEN-BUILDER
099999123453,27/02/2026,PAYROLL NET WAGE Amara Engineer PAY-20260227-EMP-AMARA-ENGINEER,1326.77,,301890.53,PAYROLL,PAYNET-PAY-20260227-EMP-AMARA-ENGINEER
099999123453,27/02/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260227-EMP-NINA-SALES,175.00,,303217.30,PAYROLL_TAX,PAYG-PAY-20260227-EMP-NINA-SALES
099999123453,27/02/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260227-EMP-GRACE-HIG,1204.00,,303392.30,PAYROLL_TAX,PAYG-PAY-20260227-EMP-GRACE-HIG
099999123453,27/02/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260227-EMP-BEN-BUILDER,211.00,,304596.30,PAYROLL_TAX,PAYG-PAY-20260227-EMP-BEN-BUILDER
099999123453,27/02/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260227-EMP-AMARA-ENGINEER,404.00,,304807.30,PAYROLL_TAX,PAYG-PAY-20260227-EMP-AMARA-ENGINEER
099999123453,25/02/2026,WITHDRAWAL-OSKO PAYMENT Liam Surveying Contractors Pty Ltd CONTRACT-202602,3520.00,,305211.30,PAYMENT,BTP-000031
099999123453,22/02/2026,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202602,1595.00,,308731.30,PAYMENT,BTP-000030
099999123453,20/02/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260220-EMP-NINA-SALES,128.63,,310326.30,SUPER,SUPER-PAY-20260220-EMP-NINA-SALES
099999123453,20/02/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260220-EMP-GRACE-HIG,438.46,,310454.93,SUPER,SUPER-PAY-20260220-EMP-GRACE-HIG
099999123453,20/02/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260220-EMP-BEN-BUILDER,140.65,,310893.39,SUPER,SUPER-PAY-20260220-EMP-BEN-BUILDER
099999123453,20/02/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260220-EMP-AMARA-ENGINEER,207.69,,311034.04,SUPER,SUPER-PAY-20260220-EMP-AMARA-ENGINEER
099999123453,20/02/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260220-EMP-NINA-SALES,896.90,,311241.73,PAYROLL,PAYNET-PAY-20260220-EMP-NINA-SALES
099999123453,20/02/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260220-EMP-GRACE-HIG,2449.85,,312138.63,PAYROLL,PAYNET-PAY-20260220-EMP-GRACE-HIG
099999123453,20/02/2026,PAYROLL NET WAGE Ben Builder PAY-20260220-EMP-BEN-BUILDER,966.10,,314588.48,PAYROLL,PAYNET-PAY-20260220-EMP-BEN-BUILDER
099999123453,20/02/2026,PAYROLL NET WAGE Amara Engineer PAY-20260220-EMP-AMARA-ENGINEER,1326.77,,315554.58,PAYROLL,PAYNET-PAY-20260220-EMP-AMARA-ENGINEER
099999123453,20/02/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260220-EMP-NINA-SALES,175.00,,316881.35,PAYROLL_TAX,PAYG-PAY-20260220-EMP-NINA-SALES
099999123453,20/02/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260220-EMP-GRACE-HIG,1204.00,,317056.35,PAYROLL_TAX,PAYG-PAY-20260220-EMP-GRACE-HIG
099999123453,20/02/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260220-EMP-BEN-BUILDER,206.00,,318260.35,PAYROLL_TAX,PAYG-PAY-20260220-EMP-BEN-BUILDER
099999123453,20/02/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260220-EMP-AMARA-ENGINEER,404.00,,318466.35,PAYROLL_TAX,PAYG-PAY-20260220-EMP-AMARA-ENGINEER
099999123453,18/02/2026,DEPOSIT OSKO PAYMENT Project Client C INV-008,,85800.00,318870.35,DEP,BTR-000008
099999123453,16/02/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202602,10120.00,,233070.35,PAYMENT,BTP-000029
099999123453,13/02/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260213-EMP-NINA-SALES,128.63,,243190.35,SUPER,SUPER-PAY-20260213-EMP-NINA-SALES
099999123453,13/02/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260213-EMP-GRACE-HIG,438.46,,243318.98,SUPER,SUPER-PAY-20260213-EMP-GRACE-HIG
099999123453,13/02/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260213-EMP-BEN-BUILDER,140.65,,243757.44,SUPER,SUPER-PAY-20260213-EMP-BEN-BUILDER
099999123453,13/02/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260213-EMP-AMARA-ENGINEER,207.69,,243898.09,SUPER,SUPER-PAY-20260213-EMP-AMARA-ENGINEER
099999123453,13/02/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260213-EMP-NINA-SALES,896.90,,244105.78,PAYROLL,PAYNET-PAY-20260213-EMP-NINA-SALES
099999123453,13/02/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260213-EMP-GRACE-HIG,2449.85,,245002.68,PAYROLL,PAYNET-PAY-20260213-EMP-GRACE-HIG
099999123453,13/02/2026,PAYROLL NET WAGE Ben Builder PAY-20260213-EMP-BEN-BUILDER,966.10,,247452.53,PAYROLL,PAYNET-PAY-20260213-EMP-BEN-BUILDER
099999123453,13/02/2026,PAYROLL NET WAGE Amara Engineer PAY-20260213-EMP-AMARA-ENGINEER,1326.77,,248418.63,PAYROLL,PAYNET-PAY-20260213-EMP-AMARA-ENGINEER
099999123453,13/02/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260213-EMP-NINA-SALES,175.00,,249745.40,PAYROLL_TAX,PAYG-PAY-20260213-EMP-NINA-SALES
099999123453,13/02/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260213-EMP-GRACE-HIG,1204.00,,249920.40,PAYROLL_TAX,PAYG-PAY-20260213-EMP-GRACE-HIG
099999123453,13/02/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260213-EMP-BEN-BUILDER,206.00,,251124.40,PAYROLL_TAX,PAYG-PAY-20260213-EMP-BEN-BUILDER
099999123453,13/02/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260213-EMP-AMARA-ENGINEER,404.00,,251330.40,PAYROLL_TAX,PAYG-PAY-20260213-EMP-AMARA-ENGINEER
099999123453,06/02/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260206-EMP-NINA-SALES,272.63,,251734.40,SUPER,SUPER-PAY-20260206-EMP-NINA-SALES
099999123453,06/02/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260206-EMP-GRACE-HIG,438.46,,252007.03,SUPER,SUPER-PAY-20260206-EMP-GRACE-HIG
099999123453,06/02/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260206-EMP-BEN-BUILDER,140.65,,252445.49,SUPER,SUPER-PAY-20260206-EMP-BEN-BUILDER
099999123453,06/02/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260206-EMP-AMARA-ENGINEER,207.69,,252586.14,SUPER,SUPER-PAY-20260206-EMP-AMARA-ENGINEER
099999123453,06/02/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260206-EMP-NINA-SALES,1666.90,,252793.83,PAYROLL,PAYNET-PAY-20260206-EMP-NINA-SALES
099999123453,06/02/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260206-EMP-GRACE-HIG,2449.85,,254460.73,PAYROLL,PAYNET-PAY-20260206-EMP-GRACE-HIG
099999123453,06/02/2026,PAYROLL NET WAGE Ben Builder PAY-20260206-EMP-BEN-BUILDER,966.10,,256910.58,PAYROLL,PAYNET-PAY-20260206-EMP-BEN-BUILDER
099999123453,06/02/2026,PAYROLL NET WAGE Amara Engineer PAY-20260206-EMP-AMARA-ENGINEER,1326.77,,257876.68,PAYROLL,PAYNET-PAY-20260206-EMP-AMARA-ENGINEER
099999123453,06/02/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260206-EMP-NINA-SALES,605.00,,259203.45,PAYROLL_TAX,PAYG-PAY-20260206-EMP-NINA-SALES
099999123453,06/02/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260206-EMP-GRACE-HIG,1204.00,,259808.45,PAYROLL_TAX,PAYG-PAY-20260206-EMP-GRACE-HIG
099999123453,06/02/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260206-EMP-BEN-BUILDER,206.00,,261012.45,PAYROLL_TAX,PAYG-PAY-20260206-EMP-BEN-BUILDER
099999123453,06/02/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260206-EMP-AMARA-ENGINEER,404.00,,261218.45,PAYROLL_TAX,PAYG-PAY-20260206-EMP-AMARA-ENGINEER
099999123453,03/02/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202601,35.00,,261622.45,PAYMENT,BTP-000028
099999123453,30/01/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260130-EMP-NINA-SALES,128.63,,261657.45,SUPER,SUPER-PAY-20260130-EMP-NINA-SALES
