PayRunID,EmployeeID,EmployeeName,PayDate,Frequency,GrossPay,PAYGWithholding,NetPay,EmployerSuperSG,BankNetWageSerial,BankPAYGSerial,BankSuperSerial
PAY-20251205-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,05/12/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251205-EMP-AMARA-ENGINEER,PAYG-PAY-20251205-EMP-AMARA-ENGINEER,SUPER-PAY-20251205-EMP-AMARA-ENGINEER
PAY-20251205-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,05/12/2025,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20251205-EMP-NINA-SALES,PAYG-PAY-20251205-EMP-NINA-SALES,SUPER-PAY-20251205-EMP-NINA-SALES
PAY-20251205-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,05/12/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251205-EMP-GRACE-HIG,PAYG-PAY-20251205-EMP-GRACE-HIG,SUPER-PAY-20251205-EMP-GRACE-HIG
PAY-20251212-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,12/12/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251212-EMP-BEN-BUILDER,PAYG-PAY-20251212-EMP-BEN-BUILDER,SUPER-PAY-20251212-EMP-BEN-BUILDER
PAY-20251212-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,12/12/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251212-EMP-AMARA-ENGINEER,PAYG-PAY-20251212-EMP-AMARA-ENGINEER,SUPER-PAY-20251212-EMP-AMARA-ENGINEER
PAY-20251212-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,12/12/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251212-EMP-NINA-SALES,PAYG-PAY-20251212-EMP-NINA-SALES,SUPER-PAY-20251212-EMP-NINA-SALES
PAY-20251212-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,12/12/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251212-EMP-GRACE-HIG,PAYG-PAY-20251212-EMP-GRACE-HIG,SUPER-PAY-20251212-EMP-GRACE-HIG
PAY-20251219-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,19/12/2025,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20251219-EMP-BEN-BUILDER,PAYG-PAY-20251219-EMP-BEN-BUILDER,SUPER-PAY-20251219-EMP-BEN-BUILDER
PAY-20251219-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,19/12/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251219-EMP-AMARA-ENGINEER,PAYG-PAY-20251219-EMP-AMARA-ENGINEER,SUPER-PAY-20251219-EMP-AMARA-ENGINEER
PAY-20251219-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,19/12/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251219-EMP-NINA-SALES,PAYG-PAY-20251219-EMP-NINA-SALES,SUPER-PAY-20251219-EMP-NINA-SALES
PAY-20251219-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,19/12/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251219-EMP-GRACE-HIG,PAYG-PAY-20251219-EMP-GRACE-HIG,SUPER-PAY-20251219-EMP-GRACE-HIG
PAY-20251226-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,26/12/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251226-EMP-BEN-BUILDER,PAYG-PAY-20251226-EMP-BEN-BUILDER,SUPER-PAY-20251226-EMP-BEN-BUILDER
PAY-20251226-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,26/12/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251226-EMP-AMARA-ENGINEER,PAYG-PAY-20251226-EMP-AMARA-ENGINEER,SUPER-PAY-20251226-EMP-AMARA-ENGINEER
PAY-20251226-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,26/12/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251226-EMP-NINA-SALES,PAYG-PAY-20251226-EMP-NINA-SALES,SUPER-PAY-20251226-EMP-NINA-SALES
PAY-20251226-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,26/12/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251226-EMP-GRACE-HIG,PAYG-PAY-20251226-EMP-GRACE-HIG,SUPER-PAY-20251226-EMP-GRACE-HIG
PAY-20260102-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,02/01/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260102-EMP-BEN-BUILDER,PAYG-PAY-20260102-EMP-BEN-BUILDER,SUPER-PAY-20260102-EMP-BEN-BUILDER
PAY-20260102-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,02/01/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260102-EMP-AMARA-ENGINEER,PAYG-PAY-20260102-EMP-AMARA-ENGINEER,SUPER-PAY-20260102-EMP-AMARA-ENGINEER
PAY-20260102-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,02/01/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260102-EMP-NINA-SALES,PAYG-PAY-20260102-EMP-NINA-SALES,SUPER-PAY-20260102-EMP-NINA-SALES
PAY-20260102-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,02/01/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260102-EMP-GRACE-HIG,PAYG-PAY-20260102-EMP-GRACE-HIG,SUPER-PAY-20260102-EMP-GRACE-HIG
PAY-20260109-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,09/01/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260109-EMP-BEN-BUILDER,PAYG-PAY-20260109-EMP-BEN-BUILDER,SUPER-PAY-20260109-EMP-BEN-BUILDER
PAY-20260109-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,09/01/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260109-EMP-AMARA-ENGINEER,PAYG-PAY-20260109-EMP-AMARA-ENGINEER,SUPER-PAY-20260109-EMP-AMARA-ENGINEER
PAY-20260109-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,09/01/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260109-EMP-NINA-SALES,PAYG-PAY-20260109-EMP-NINA-SALES,SUPER-PAY-20260109-EMP-NINA-SALES
PAY-20260109-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,09/01/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260109-EMP-GRACE-HIG,PAYG-PAY-20260109-EMP-GRACE-HIG,SUPER-PAY-20260109-EMP-GRACE-HIG
PAY-20260116-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,16/01/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260116-EMP-BEN-BUILDER,PAYG-PAY-20260116-EMP-BEN-BUILDER,SUPER-PAY-20260116-EMP-BEN-BUILDER
PAY-20260116-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,16/01/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260116-EMP-AMARA-ENGINEER,PAYG-PAY-20260116-EMP-AMARA-ENGINEER,SUPER-PAY-20260116-EMP-AMARA-ENGINEER
PAY-20260116-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,16/01/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260116-EMP-NINA-SALES,PAYG-PAY-20260116-EMP-NINA-SALES,SUPER-PAY-20260116-EMP-NINA-SALES
PAY-20260116-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,16/01/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260116-EMP-GRACE-HIG,PAYG-PAY-20260116-EMP-GRACE-HIG,SUPER-PAY-20260116-EMP-GRACE-HIG
PAY-20260123-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,23/01/2026,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20260123-EMP-BEN-BUILDER,PAYG-PAY-20260123-EMP-BEN-BUILDER,SUPER-PAY-20260123-EMP-BEN-BUILDER
PAY-20260123-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,23/01/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260123-EMP-AMARA-ENGINEER,PAYG-PAY-20260123-EMP-AMARA-ENGINEER,SUPER-PAY-20260123-EMP-AMARA-ENGINEER
PAY-20260123-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,23/01/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260123-EMP-NINA-SALES,PAYG-PAY-20260123-EMP-NINA-SALES,SUPER-PAY-20260123-EMP-NINA-SALES
PAY-20260123-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,23/01/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260123-EMP-GRACE-HIG,PAYG-PAY-20260123-EMP-GRACE-HIG,SUPER-PAY-20260123-EMP-GRACE-HIG
PAY-20260130-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,30/01/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260130-EMP-BEN-BUILDER,PAYG-PAY-20260130-EMP-BEN-BUILDER,SUPER-PAY-20260130-EMP-BEN-BUILDER
PAY-20260130-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,30/01/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260130-EMP-AMARA-ENGINEER,PAYG-PAY-20260130-EMP-AMARA-ENGINEER,SUPER-PAY-20260130-EMP-AMARA-ENGINEER
PAY-20260130-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,30/01/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260130-EMP-NINA-SALES,PAYG-PAY-20260130-EMP-NINA-SALES,SUPER-PAY-20260130-EMP-NINA-SALES
PAY-20260130-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,30/01/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260130-EMP-GRACE-HIG,PAYG-PAY-20260130-EMP-GRACE-HIG,SUPER-PAY-20260130-EMP-GRACE-HIG
PAY-20260206-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,06/02/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260206-EMP-BEN-BUILDER,PAYG-PAY-20260206-EMP-BEN-BUILDER,SUPER-PAY-20260206-EMP-BEN-BUILDER
PAY-20260206-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,06/02/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260206-EMP-AMARA-ENGINEER,PAYG-PAY-20260206-EMP-AMARA-ENGINEER,SUPER-PAY-20260206-EMP-AMARA-ENGINEER
PAY-20260206-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,06/02/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260206-EMP-NINA-SALES,PAYG-PAY-20260206-EMP-NINA-SALES,SUPER-PAY-20260206-EMP-NINA-SALES
PAY-20260206-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,06/02/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260206-EMP-GRACE-HIG,PAYG-PAY-20260206-EMP-GRACE-HIG,SUPER-PAY-20260206-EMP-GRACE-HIG
PAY-20260213-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,13/02/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260213-EMP-BEN-BUILDER,PAYG-PAY-20260213-EMP-BEN-BUILDER,SUPER-PAY-20260213-EMP-BEN-BUILDER
PAY-20260213-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,13/02/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260213-EMP-AMARA-ENGINEER,PAYG-PAY-20260213-EMP-AMARA-ENGINEER,SUPER-PAY-20260213-EMP-AMARA-ENGINEER
PAY-20260213-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,13/02/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260213-EMP-NINA-SALES,PAYG-PAY-20260213-EMP-NINA-SALES,SUPER-PAY-20260213-EMP-NINA-SALES
PAY-20260213-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,13/02/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260213-EMP-GRACE-HIG,PAYG-PAY-20260213-EMP-GRACE-HIG,SUPER-PAY-20260213-EMP-GRACE-HIG
PAY-20260220-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,20/02/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260220-EMP-BEN-BUILDER,PAYG-PAY-20260220-EMP-BEN-BUILDER,SUPER-PAY-20260220-EMP-BEN-BUILDER
PAY-20260220-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,20/02/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260220-EMP-AMARA-ENGINEER,PAYG-PAY-20260220-EMP-AMARA-ENGINEER,SUPER-PAY-20260220-EMP-AMARA-ENGINEER
PAY-20260220-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,20/02/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260220-EMP-NINA-SALES,PAYG-PAY-20260220-EMP-NINA-SALES,SUPER-PAY-20260220-EMP-NINA-SALES
PAY-20260220-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,20/02/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260220-EMP-GRACE-HIG,PAYG-PAY-20260220-EMP-GRACE-HIG,SUPER-PAY-20260220-EMP-GRACE-HIG
PAY-20260227-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,27/02/2026,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20260227-EMP-BEN-BUILDER,PAYG-PAY-20260227-EMP-BEN-BUILDER,SUPER-PAY-20260227-EMP-BEN-BUILDER
PAY-20260227-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,27/02/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260227-EMP-AMARA-ENGINEER,PAYG-PAY-20260227-EMP-AMARA-ENGINEER,SUPER-PAY-20260227-EMP-AMARA-ENGINEER
PAY-20260227-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,27/02/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260227-EMP-NINA-SALES,PAYG-PAY-20260227-EMP-NINA-SALES,SUPER-PAY-20260227-EMP-NINA-SALES
PAY-20260227-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,27/02/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260227-EMP-GRACE-HIG,PAYG-PAY-20260227-EMP-GRACE-HIG,SUPER-PAY-20260227-EMP-GRACE-HIG
PAY-20260306-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,06/03/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260306-EMP-BEN-BUILDER,PAYG-PAY-20260306-EMP-BEN-BUILDER,SUPER-PAY-20260306-EMP-BEN-BUILDER
PAY-20260306-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,06/03/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260306-EMP-AMARA-ENGINEER,PAYG-PAY-20260306-EMP-AMARA-ENGINEER,SUPER-PAY-20260306-EMP-AMARA-ENGINEER
PAY-20260306-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,06/03/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260306-EMP-NINA-SALES,PAYG-PAY-20260306-EMP-NINA-SALES,SUPER-PAY-20260306-EMP-NINA-SALES
PAY-20260306-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,06/03/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260306-EMP-GRACE-HIG,PAYG-PAY-20260306-EMP-GRACE-HIG,SUPER-PAY-20260306-EMP-GRACE-HIG
PAY-20260313-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,13/03/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260313-EMP-BEN-BUILDER,PAYG-PAY-20260313-EMP-BEN-BUILDER,SUPER-PAY-20260313-EMP-BEN-BUILDER
PAY-20260313-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,13/03/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260313-EMP-AMARA-ENGINEER,PAYG-PAY-20260313-EMP-AMARA-ENGINEER,SUPER-PAY-20260313-EMP-AMARA-ENGINEER
PAY-20260313-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,13/03/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260313-EMP-NINA-SALES,PAYG-PAY-20260313-EMP-NINA-SALES,SUPER-PAY-20260313-EMP-NINA-SALES
PAY-20260313-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,13/03/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260313-EMP-GRACE-HIG,PAYG-PAY-20260313-EMP-GRACE-HIG,SUPER-PAY-20260313-EMP-GRACE-HIG
PAY-20260320-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,20/03/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260320-EMP-BEN-BUILDER,PAYG-PAY-20260320-EMP-BEN-BUILDER,SUPER-PAY-20260320-EMP-BEN-BUILDER
PAY-20260320-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,20/03/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260320-EMP-AMARA-ENGINEER,PAYG-PAY-20260320-EMP-AMARA-ENGINEER,SUPER-PAY-20260320-EMP-AMARA-ENGINEER
PAY-20260320-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,20/03/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260320-EMP-NINA-SALES,PAYG-PAY-20260320-EMP-NINA-SALES,SUPER-PAY-20260320-EMP-NINA-SALES
PAY-20260320-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,20/03/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260320-EMP-GRACE-HIG,PAYG-PAY-20260320-EMP-GRACE-HIG,SUPER-PAY-20260320-EMP-GRACE-HIG
PAY-20260327-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,27/03/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260327-EMP-BEN-BUILDER,PAYG-PAY-20260327-EMP-BEN-BUILDER,SUPER-PAY-20260327-EMP-BEN-BUILDER
PAY-20260327-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,27/03/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260327-EMP-AMARA-ENGINEER,PAYG-PAY-20260327-EMP-AMARA-ENGINEER,SUPER-PAY-20260327-EMP-AMARA-ENGINEER
PAY-20260327-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,27/03/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260327-EMP-NINA-SALES,PAYG-PAY-20260327-EMP-NINA-SALES,SUPER-PAY-20260327-EMP-NINA-SALES
PAY-20260327-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,27/03/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260327-EMP-GRACE-HIG,PAYG-PAY-20260327-EMP-GRACE-HIG,SUPER-PAY-20260327-EMP-GRACE-HIG
PAY-20260403-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,03/04/2026,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20260403-EMP-BEN-BUILDER,PAYG-PAY-20260403-EMP-BEN-BUILDER,SUPER-PAY-20260403-EMP-BEN-BUILDER
PAY-20260403-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,03/04/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260403-EMP-AMARA-ENGINEER,PAYG-PAY-20260403-EMP-AMARA-ENGINEER,SUPER-PAY-20260403-EMP-AMARA-ENGINEER
PAY-20260403-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,03/04/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260403-EMP-NINA-SALES,PAYG-PAY-20260403-EMP-NINA-SALES,SUPER-PAY-20260403-EMP-NINA-SALES
PAY-20260403-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,03/04/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260403-EMP-GRACE-HIG,PAYG-PAY-20260403-EMP-GRACE-HIG,SUPER-PAY-20260403-EMP-GRACE-HIG
PAY-20260410-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,10/04/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260410-EMP-BEN-BUILDER,PAYG-PAY-20260410-EMP-BEN-BUILDER,SUPER-PAY-20260410-EMP-BEN-BUILDER
PAY-20260410-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,10/04/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260410-EMP-AMARA-ENGINEER,PAYG-PAY-20260410-EMP-AMARA-ENGINEER,SUPER-PAY-20260410-EMP-AMARA-ENGINEER
PAY-20260410-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,10/04/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260410-EMP-NINA-SALES,PAYG-PAY-20260410-EMP-NINA-SALES,SUPER-PAY-20260410-EMP-NINA-SALES
PAY-20260410-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,10/04/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260410-EMP-GRACE-HIG,PAYG-PAY-20260410-EMP-GRACE-HIG,SUPER-PAY-20260410-EMP-GRACE-HIG
PAY-20260417-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,17/04/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260417-EMP-BEN-BUILDER,PAYG-PAY-20260417-EMP-BEN-BUILDER,SUPER-PAY-20260417-EMP-BEN-BUILDER
PAY-20260417-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,17/04/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260417-EMP-AMARA-ENGINEER,PAYG-PAY-20260417-EMP-AMARA-ENGINEER,SUPER-PAY-20260417-EMP-AMARA-ENGINEER
PAY-20260417-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,17/04/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260417-EMP-NINA-SALES,PAYG-PAY-20260417-EMP-NINA-SALES,SUPER-PAY-20260417-EMP-NINA-SALES
PAY-20260417-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,17/04/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260417-EMP-GRACE-HIG,PAYG-PAY-20260417-EMP-GRACE-HIG,SUPER-PAY-20260417-EMP-GRACE-HIG
PAY-20260424-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,24/04/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260424-EMP-BEN-BUILDER,PAYG-PAY-20260424-EMP-BEN-BUILDER,SUPER-PAY-20260424-EMP-BEN-BUILDER
PAY-20260424-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,24/04/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260424-EMP-AMARA-ENGINEER,PAYG-PAY-20260424-EMP-AMARA-ENGINEER,SUPER-PAY-20260424-EMP-AMARA-ENGINEER
PAY-20260424-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,24/04/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260424-EMP-NINA-SALES,PAYG-PAY-20260424-EMP-NINA-SALES,SUPER-PAY-20260424-EMP-NINA-SALES
PAY-20260424-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,24/04/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260424-EMP-GRACE-HIG,PAYG-PAY-20260424-EMP-GRACE-HIG,SUPER-PAY-20260424-EMP-GRACE-HIG
PAY-20260501-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,01/05/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260501-EMP-BEN-BUILDER,PAYG-PAY-20260501-EMP-BEN-BUILDER,SUPER-PAY-20260501-EMP-BEN-BUILDER
PAY-20260501-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,01/05/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260501-EMP-AMARA-ENGINEER,PAYG-PAY-20260501-EMP-AMARA-ENGINEER,SUPER-PAY-20260501-EMP-AMARA-ENGINEER
PAY-20260501-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,01/05/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260501-EMP-NINA-SALES,PAYG-PAY-20260501-EMP-NINA-SALES,SUPER-PAY-20260501-EMP-NINA-SALES
PAY-20260501-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,01/05/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260501-EMP-GRACE-HIG,PAYG-PAY-20260501-EMP-GRACE-HIG,SUPER-PAY-20260501-EMP-GRACE-HIG
PAY-20260508-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,08/05/2026,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20260508-EMP-BEN-BUILDER,PAYG-PAY-20260508-EMP-BEN-BUILDER,SUPER-PAY-20260508-EMP-BEN-BUILDER
PAY-20260508-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,08/05/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260508-EMP-AMARA-ENGINEER,PAYG-PAY-20260508-EMP-AMARA-ENGINEER,SUPER-PAY-20260508-EMP-AMARA-ENGINEER
PAY-20260508-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,08/05/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260508-EMP-NINA-SALES,PAYG-PAY-20260508-EMP-NINA-SALES,SUPER-PAY-20260508-EMP-NINA-SALES
