PayRunID,EmployeeID,EmployeeName,IncomeType,GrossAmount,PAYGWithholding,SuperLiability,TaxTreatmentCode,EmploymentBasis,AwardCode,STPReady
PAY-20260403-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260403-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,2271.90,550.00,272.63,RT,full_time_commission,MA000083,TRUE
PAY-20260403-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260410-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260410-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260410-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260410-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260417-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260417-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260417-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260417-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260424-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260424-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260424-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260424-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260501-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260501-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260501-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,2271.90,550.00,272.63,RT,full_time_commission,MA000083,TRUE
PAY-20260501-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260508-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1191.10,204.00,142.93,RT,full_time,MA000020,TRUE
PAY-20260508-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260508-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260508-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260515-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260515-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260515-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260515-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260522-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260522-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260522-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260522-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260529-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260529-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260529-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260529-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260605-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260605-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260605-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,2271.90,550.00,272.63,RT,full_time_commission,MA000083,TRUE
PAY-20260605-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260612-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1191.10,204.00,142.93,RT,full_time,MA000020,TRUE
PAY-20260612-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260612-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260612-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260619-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260619-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260619-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260619-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
PAY-20260626-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,SalaryAndWages,1172.10,198.00,140.65,RT,full_time,MA000020,TRUE
PAY-20260626-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,SalaryAndWages,1730.77,377.00,207.69,RT,full_time_annualised_wage,MA000065,TRUE
PAY-20260626-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,SalaryAndWages,1071.90,165.00,128.63,RT,full_time_commission,MA000083,TRUE
PAY-20260626-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,SalaryAndWages,3461.54,991.00,415.38,RT,full_time_high_income_guarantee,MA000065,TRUE
