PayRunID,EmployeeID,EmployeeName,IncomeType,GrossAmount,PAYGWithholding,SuperLiability,TaxTreatmentCode,EmploymentBasis,AwardCode,STPReady
PAY-20260306-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260306-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260306-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260313-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260313-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260313-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260313-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260320-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260320-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260320-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260320-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260327-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260327-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260327-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260327-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,517.00,26.00,62.04,RT,casual,MA000009,TRUE
PAY-20260403-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260403-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260403-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260403-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260410-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260410-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260410-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260410-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260417-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260417-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260417-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260417-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260424-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260424-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260424-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260424-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260501-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260501-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260501-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260501-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260508-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260508-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260508-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260508-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260515-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260515-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260515-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260515-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260522-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260522-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260522-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260522-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260529-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260529-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260529-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260529-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260605-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260605-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260605-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260605-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260612-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260612-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260612-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260612-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260619-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260619-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260619-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260619-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260626-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260626-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260626-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260626-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,710.90,70.00,85.31,RT,casual,MA000009,TRUE
