PayRunID,EmployeeID,PayDate,AnnualLeaveAccruedHours,PersonalLeaveAccruedHours,LeaveTakenHours,ClosingAnnualLeaveHours,ClosingPersonalLeaveHours
PAY-20260529-EMP-NINA-SALES,EMP-NINA-SALES,29/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260529-EMP-GRACE-HIG,EMP-GRACE-HIG,29/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260605-EMP-BEN-BUILDER,EMP-BEN-BUILDER,05/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260605-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,05/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260605-EMP-NINA-SALES,EMP-NINA-SALES,05/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260605-EMP-GRACE-HIG,EMP-GRACE-HIG,05/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260612-EMP-BEN-BUILDER,EMP-BEN-BUILDER,12/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260612-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,12/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260612-EMP-NINA-SALES,EMP-NINA-SALES,12/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260612-EMP-GRACE-HIG,EMP-GRACE-HIG,12/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260619-EMP-BEN-BUILDER,EMP-BEN-BUILDER,19/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260619-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,19/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260619-EMP-NINA-SALES,EMP-NINA-SALES,19/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260619-EMP-GRACE-HIG,EMP-GRACE-HIG,19/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260626-EMP-BEN-BUILDER,EMP-BEN-BUILDER,26/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260626-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,26/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260626-EMP-NINA-SALES,EMP-NINA-SALES,26/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260626-EMP-GRACE-HIG,EMP-GRACE-HIG,26/06/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
